EventId,CallId,MobileTerminalId,Time
ab8ce729-2eea-4266-b349-fa5590b5c5d4,3814a49f-56af-45b2-87db-13598997213c,2b98be9c-ddd8-44d8-a7ce-6e0f23b0d4f1,16/09/2019 22:38:06
ff112905-6c12-48fd-a888-ede5a2d54b16,5dd3aaaa-dcad-4a79-9e20-4c6c937e56ac,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 00:01:13
c82291f8-7785-4bf6-a810-c19fc5b3d6d4,4db63e52-b8bf-478a-b65d-3cb369ec51e1,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 00:36:00
da09de85-9f8f-4386-95bf-2b15a529957b,b2e129ca-d354-4b13-9103-0654fe27418b,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 00:55:10
70d5f303-5ba8-4f54-9693-9875908b605c,90cda823-2d7d-4101-815a-89c184ec4d84,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 01:24:26
7a04871d-6f34-4ad2-9afd-61eb873d54ec,c453ca91-e447-4715-849f-9abba04083d0,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 02:06:37
e7ddabe3-be59-4c8c-b04d-346124505ff6,968d2208-6e0c-44de-9492-f731e80788aa,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 02:08:51
fb86f992-c74e-46d3-b62c-417aec9bc9c6,bc1ade7e-cf32-44dd-aba0-fcc95c987901,58947e0c-7e01-49c2-8a20-6ede35d906b1,17/09/2019 02:14:41
a7e0c7f1-af28-4a82-89ed-f167f88e2121,157e0b46-fce9-495a-8dac-718479317054,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 02:32:01
169a906c-6780-4f86-9bd4-59d265ede75a,85fefe11-56ae-438f-9ac6-f3f3df2b1aa5,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 02:40:22
50ddb460-f9d4-46b3-aab0-3d5a4882fc6a,e953bd54-8db9-4c98-b1f2-00a4e32cbc8e,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 02:47:47
0b35b4c0-8124-4c49-ab59-d9220c6db63b,7e5a5d57-4f34-4c6c-8554-359eec884818,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 03:03:56
4c03a4f6-1da7-47f0-85b8-d35176e87826,3e33c7d9-90f2-4e92-84eb-7c0ab056666b,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 03:05:55
671f3538-b414-4509-b928-5e468ba4af79,041045de-0e66-4079-bfab-0751d5a28470,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 03:15:09
904d5971-ef2b-43b7-861b-74a972dc797d,ac28437e-f497-44d1-9dfe-90d6f80d94bc,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 03:20:50
a9086da7-c4d6-4f1f-ad54-dd5ea9327d20,ff87ec38-df82-4dab-a82c-e6d3915dc3c9,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 03:28:07
2d6c5da5-e8f5-48ba-a0d9-4e7249644017,8ce5f363-2c29-4882-bd60-8450c0a9e657,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 03:29:29
ebb837c4-32ca-44bc-bd31-f3ad505ae116,86dc405c-72a7-4001-9fce-2e396c3d5c74,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 03:38:24
61039515-efa2-49e4-b0ae-939151fb4638,7b97c987-b84c-49ec-b21a-a83321515828,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 03:42:42
971f28dd-20cb-4b6b-9494-3bfa3b8853ee,c4530c41-6d5b-4aef-a568-2206b5f3a818,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 03:57:44
0b571e08-df12-46ad-a8c7-5c20961a3e2d,9d8c7023-2837-4215-8aee-0705a4efa4fe,22dce81a-00b0-4bdb-b1ca-6f314a832506,17/09/2019 04:05:50
800adb98-2fb1-4133-ae9d-dde222a11ba5,63b789e3-4453-404e-acc9-95aa518763fb,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 04:08:30
799db6d3-4203-4af5-9b84-01fbbc3ac909,b72256fa-35d3-4f9b-8875-afefe4bd207e,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 04:09:38
74e9f4a2-14a3-487f-97b2-6261e1c88aeb,f4ce5c49-224a-4197-8d65-fbb9c0869de5,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 04:11:00
5d45df06-66d8-4d33-a7ae-941e83a0bbf3,51bfa2c7-7f42-493f-8e22-3defec821abe,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 04:15:07
b4ee603b-e491-4679-8cbe-1ec0de6a8035,605cee65-3488-442c-903a-53041b9c8167,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 04:20:20
029f1c58-7e9e-49af-ad75-6fd7264be64b,be8578a2-8267-4e45-806a-df38b56e7049,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 04:20:20
777809bd-6604-491b-8529-78749fef86e5,25031cfd-2441-48fe-861f-4b097df97142,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 04:23:39
4c3c0af6-9d3f-4a67-90a1-97a11dc5a5fa,1de8ee61-ac90-47e8-ae50-ece484599f98,5748889b-93e4-48bb-9505-8b7fd113159e,17/09/2019 04:32:13
e1214b72-77ba-4554-9e9b-3f1dee60a314,8f001304-5460-43c9-b3e8-e8592cab84aa,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 04:35:18
b5fed1fe-719d-465e-b2cd-efa11084c9e4,00d6159d-592f-44e0-a2fa-cc45d90adc2d,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 04:38:02
c4c388e7-907c-495b-b486-c329ef4d2b0b,7c28dc2f-1aec-4e4e-bf8b-db002c6cfc3d,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 04:42:12
672467e7-a3d2-4566-be44-3b920bf28dfe,125de7df-cbd1-4797-bf83-6dd5f4f174f6,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 04:47:55
0a162c23-d5a3-439c-99a6-123fd3f75bf0,51f37704-de75-4cb3-ba85-03417d3084b5,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 04:48:11
65ff0241-b980-4d15-bfbb-4f77305484d1,1c620b13-39cd-4b98-803b-b5f25a94a163,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 05:11:06
c79118e2-0df9-4d44-b616-1b7faa2dc7d4,5f36d297-d022-4642-a7b0-952df60a9eca,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 05:14:00
0f20f750-0497-455d-a132-7de50c6518e4,56ef6812-69da-4989-becd-c9cdc69aa660,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 05:17:59
63be338b-3fcb-4b53-81b3-98850cd47564,b9e0bf58-166c-4ed1-8306-af0548d04934,60146cd0-77fb-4657-8597-1e963a21f407,17/09/2019 05:18:08
1d257fde-3c8f-40c9-a6aa-c0c9fa26bbcf,e152d135-fa42-4b39-8a68-85724cc3878b,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 05:20:18
0d6d9934-2cd3-4231-b2fa-26751ca79786,5a3c8cf5-d280-4b88-86be-7a4e7d7077bf,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 05:21:18
3b8eb44e-abdd-43a3-9bfd-6567ca43503b,8e5d74c2-5fad-40e4-bc4a-cade9a4d400b,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 05:30:55
41b76f6c-abcf-4f7f-8baa-8aa46b4b3e19,4a4d4223-f2b9-4ada-a5f8-0dacc8ba501c,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 05:35:53
525f85a5-57a1-42a1-9666-aa6dfc0c956f,5a70666a-4456-4297-9ff3-079ab088dcfb,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 05:37:22
5a156a23-ff49-4a6e-9b2f-249b59a5681f,8883fb18-d4fd-4192-bdb8-03eef054f5b4,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 05:44:50
694fff68-c5b8-4b19-ae85-77f93919f80c,6dcaaa3b-ad69-4793-8707-42dc69653a3c,5748889b-93e4-48bb-9505-8b7fd113159e,17/09/2019 05:46:17
09c0fe52-f8f6-4403-b1c1-5c7c8679e1fd,4b15f263-f046-472d-9542-9db1cb42f6a1,22dce81a-00b0-4bdb-b1ca-6f314a832506,17/09/2019 05:55:34
9dda955d-4a7d-41e6-bf0e-0ae49f19c7c8,b555aa45-ecb4-4924-b153-3673881dc700,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 06:00:26
f93801c2-c232-4eaf-834a-698b14ece0a2,a4d61ca5-383e-47a4-b129-6b6bae3dd716,2b98be9c-ddd8-44d8-a7ce-6e0f23b0d4f1,17/09/2019 06:03:59
45bb0c2f-459f-4f61-abfa-54acb5e68197,8f0a915f-cafc-4f6e-896f-6f87f8da6a8c,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 06:04:21
4da02c47-c976-42fe-8333-88b7be436e68,e622e038-756a-4da8-8297-eb8fdd919205,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 06:04:24
33be234b-7cd6-4de8-bd14-a47b45747dec,0da7e3be-82ea-458d-9a75-e39456066d19,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 06:05:13
48971968-f6ba-45bb-8e57-5ddf68eda81e,6959aef8-c7ee-4a7e-a17e-a4b0af4a2de1,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 06:06:53
9585b601-d010-4971-8431-d951d8e8547f,22a4ec4f-122d-4f64-bdb3-95fd751bf8cb,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 06:08:55
995b67d8-8dee-410e-8d57-76bc3d519aa3,b92af49c-a379-4679-baed-0d4e36d11336,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 06:10:12
b0978c1d-4898-4cab-ae87-59e5c3d25cb5,317dd428-b55b-4a27-aa18-dd64bd85d63e,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 06:11:08
d5b9803a-d140-4518-a024-81c96cc49fa2,c2f7ce79-284b-40a8-9658-f21a678f3c05,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 06:11:25
3ea5c8cf-ee86-446f-b0d4-5c193c9eac4e,e01d98dc-71ec-419d-8a91-cd19f598cd7d,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 06:11:27
6c7c30fe-66bc-4f43-bbe1-68e53be95cde,0dc068d4-1286-498e-9758-66403ca5926b,58947e0c-7e01-49c2-8a20-6ede35d906b1,17/09/2019 06:13:56
732230b0-c834-409e-a6b9-79aa2eb988a8,765750b8-4f24-43f3-a874-ffecc63e3c85,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 06:16:20
1f9f9fd6-6c83-4a43-87a6-3d549ed68164,3b1cc8df-7d78-4aa6-b6e1-4293431e1c04,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 06:16:39
1431a21b-9af5-4637-afda-b16efa139991,4e21b93c-af7e-4a3a-8512-6c1ededa75ed,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 06:18:35
a9b551b5-08df-4577-836e-4e8d82aa065e,cd45dfc4-8056-4a75-aa1f-080ee50ac3fe,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 06:21:00
13f595b0-6c6c-40b8-9968-ce10e2f144aa,350dbbbc-f2df-497b-8d57-f3eb93bbc339,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 06:22:51
34e4b888-0ea0-40dc-a01e-fdfddd980213,52fa4ca8-799e-4a53-8174-5adc7407c7fd,ead3aad7-5cdb-49c7-af79-68a42f14b4b6,17/09/2019 06:23:23
89d949ed-5980-4ca9-a59b-6f2477ba1387,eaccabc9-5d9a-4de3-bb8f-464e14932ba0,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 06:24:47
94b6cd79-9345-488c-bd15-9fd1547d9ddc,ac0b1c07-66da-4023-b116-88c620383c2d,ae1938fa-8a6a-47a7-9a7c-d1fca32fecea,17/09/2019 06:28:11
060a658b-de1a-45e1-9d05-fc9e527bc5e1,78d7aeae-90b6-47be-ba5c-a77be75a87ce,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 06:35:25
cdec842a-e7af-4891-815d-328678336804,8402b11a-9fe3-4f58-9cce-a416b1022662,5748889b-93e4-48bb-9505-8b7fd113159e,17/09/2019 06:38:29
e75ea33d-9883-4367-8844-994adcdb5c30,69aa4d27-c8a3-45c3-8038-89e612a173ae,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 06:38:30
e61355a9-043c-4e5c-87ad-ddded949a8bf,4ef76cf6-e6ab-4272-9fe6-4a58cc678027,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 06:39:52
5629c3f0-6152-415f-9925-116b94ed6240,dee23c66-eced-4aa6-a89e-45d9aa6038c6,2b98be9c-ddd8-44d8-a7ce-6e0f23b0d4f1,17/09/2019 06:40:07
0de85666-158c-4c8b-a875-ce1fafaa75d6,f8f1c2b7-ef4e-4dea-8fdf-e97f47fee6b8,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 06:40:45
e2ebbbb1-4962-40c1-9692-d067f8daa37d,7b1467ea-7736-4dbe-875c-457ba863cbba,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 06:45:52
b51480b6-846a-4e53-beae-b4e51de332a9,a4958461-f373-4109-b85b-331da1ac6661,60146cd0-77fb-4657-8597-1e963a21f407,17/09/2019 06:45:56
89c354e9-e590-4874-aebd-2fadb838d780,c4bc105b-3d24-44bc-a315-ed18e2f4b2bd,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 06:50:01
9d8c1be7-a208-482a-a572-109d5a751920,c8752003-5ee2-4f63-b6a4-0ea3ccde5b22,ead3aad7-5cdb-49c7-af79-68a42f14b4b6,17/09/2019 06:54:34
0d975eac-7420-4d8b-882c-a07d2ad93283,588adc47-67dc-4027-b730-de2d302a7fc6,2b98be9c-ddd8-44d8-a7ce-6e0f23b0d4f1,17/09/2019 06:59:07
e0a4fdb2-850e-476e-82f2-7dfa3aa3b670,2fd644e4-aae4-42e0-8fd6-38bf16888393,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 07:01:33
0f5558ec-1331-411c-a9c2-5132eb32e719,9f68f15c-9420-4137-8976-0813c52f76c6,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 07:04:45
689bdfc8-92a1-493e-ad00-0eba2e2a7837,002e323f-57d0-4c8f-a583-0ada712661f3,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 07:06:50
79ff964b-b5f6-4cd4-8de3-27a885907eca,1095f2f7-b106-4777-bf39-ce73b106dbdd,22dce81a-00b0-4bdb-b1ca-6f314a832506,17/09/2019 07:32:18
782d9225-f271-45ca-bcc6-d34ac2bbc0f4,ae36692a-5e01-4e6f-86b1-89ba801a7f4d,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 07:40:41
e50cc162-6ae8-440c-9642-3f6018ba96e0,1d7d36cb-4918-4b5a-b8c6-7c5d8df58b1f,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 07:55:55
8804719f-b263-4830-ba7f-5eee04d3c560,7dd08a1f-4414-48bf-9537-1b5cb142975f,58947e0c-7e01-49c2-8a20-6ede35d906b1,17/09/2019 07:57:56
952915b1-ece8-4821-a794-a3544f5b8149,3cafe658-5c54-4ba1-a555-3552010cbabe,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 08:03:10
6003cd2f-cbc9-4cc7-805d-1de1a66b7203,9f098a89-0d67-4075-8cc0-0fad7e603fb6,58947e0c-7e01-49c2-8a20-6ede35d906b1,17/09/2019 08:03:17
cbf278f3-daf6-4f00-8496-4f77a3332b19,93660d07-e859-4748-8ae6-58b686c4499b,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 08:06:52
bdaaa1ae-fdc0-4565-850d-3f57f401c51b,aac286ea-01c1-46ef-bf7d-a6b4bfb5de2e,58947e0c-7e01-49c2-8a20-6ede35d906b1,17/09/2019 08:07:05
aac57de4-96fb-44ee-b310-ab77ccc37b7a,c3b3c2c2-67f0-441d-aa86-faaadf7da534,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 08:07:18
dd9e7416-3981-4bf6-93e6-d2e76af204b4,7d448f6d-351f-45e0-8e4c-5c55aa543131,60146cd0-77fb-4657-8597-1e963a21f407,17/09/2019 08:07:59
d073b5b2-e9af-4a7c-b76e-86ca9ee76c71,7be70d54-7ebc-41da-85cb-e69298b651bd,60146cd0-77fb-4657-8597-1e963a21f407,17/09/2019 08:08:28
e752eb6d-d47a-48ac-b1f4-f5df15601759,04a05958-4221-4de7-8fdc-1346997d9647,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 08:09:27
d434578a-b670-45b9-b7ee-0d8b43956bd6,2e8327e3-f1b1-4a49-816b-0e36b41084b7,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 08:11:24
d1670784-d90d-47c9-a371-0c2894dc119d,c169eff5-acde-4280-a7e8-f6cb67867b35,2b98be9c-ddd8-44d8-a7ce-6e0f23b0d4f1,17/09/2019 08:12:03
7219d110-2e7e-4bf6-a574-4126a3eea309,3a84ec88-aa65-4b68-9214-6fa62ffa8468,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 08:14:20
fe2527c5-9921-4032-bd62-4908613aa157,8416afb8-1bfe-4383-90c7-a1f9bfec4c74,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 08:15:10
ac4aa148-934e-4df0-bf45-5df9f1c0431b,7da33dbf-32e3-447d-80d6-4be9903a7168,5748889b-93e4-48bb-9505-8b7fd113159e,17/09/2019 08:15:54
8fae2805-7277-4094-95d7-98d1c06da04c,75c7bc61-f261-4414-9fd4-f6e8f39bc691,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 08:16:25
e69721ad-cd54-4ec6-ba0b-8296d7968178,525ab8fa-8304-4ed4-a03a-f5a0e4658948,ead3aad7-5cdb-49c7-af79-68a42f14b4b6,17/09/2019 08:16:55
21f0dc42-496d-4076-8b54-7f776c1ad76e,b767dc6a-009e-424e-80a3-b86f886023b1,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 08:18:01
d537d248-d83b-4ae3-adf0-a4db9d2c5162,6e50b611-ad91-4b98-aa11-37709a78fba6,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 08:18:06
8f25bea3-3d07-437e-8368-a00952403d00,6b82228f-3368-41ea-9724-378878ad710f,1f67171a-61f1-489d-b4c2-3f10963a9e4b,17/09/2019 08:19:30
e0433706-baa6-4784-965f-8ba3c81b729e,21d3cdaf-dc2e-43e5-a425-fda9905f23a9,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 08:19:51
ccf2742a-206a-4f84-ad01-b02079422495,f6c6427b-e6ec-4e75-b523-ed7cedb61565,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 08:19:59
f053935c-70f1-4142-bd30-dfb5f26ff709,cd56c2f0-a8e1-4613-bcb8-de82e12d4226,80e2abe6-0b4e-4473-bb9e-2ef571e421a6,17/09/2019 08:20:18
54ba8ea1-d3af-4e5d-99f3-e19dd8a02564,db06f844-ba8e-43cb-a5ce-96df41dfd5e8,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 08:21:23
964cdf2b-a980-4177-a28c-b778d8b4300b,8700d842-0c8d-48a8-970d-c62a03a97944,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 08:23:35
de1cbed1-8a29-4021-ac7f-cf6bd61a7c07,dc3e4c3e-7a0e-44d9-ae74-ff916e4963d9,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 08:27:24
fdd12019-adf2-4a08-93e5-4616746cb06b,ed95a2d9-44b7-449d-9568-e196df1a5bbb,42a35e16-6322-4bd3-a330-b7a057c55a1f,17/09/2019 08:27:56
cf98cc9a-2349-4a52-bab8-835967a79e21,11fddf1a-1ec8-4acf-a247-feddc4fc42c1,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 08:29:08
fe4d57a9-99ab-4d98-ace2-3ea81044d10a,5d824bca-dd8b-41ef-80c8-e73b55194201,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 08:29:36
da4da72c-fb8c-452d-83b8-d55045f585da,99c2880d-3a4f-4fd3-9f0d-99da17f44c52,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 08:29:49
8af52ce6-fbfa-43b3-aaaf-c786cd433d01,84f1f6e5-ede2-48d3-86bd-b08c63ec8cf3,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 08:32:22
4aebc8c3-a241-412c-a0fb-244ae3f434a0,b6c85b5f-3e55-42b2-b713-58b9f511770e,22dce81a-00b0-4bdb-b1ca-6f314a832506,17/09/2019 08:32:46
91160805-9b3e-40e1-a832-5261ea3a8c08,40b4ad03-8fb7-4eee-b935-0e85c38ffbec,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 08:38:59
83e62e18-a308-4992-8183-76f938dbfc78,27255298-7fd3-4c28-a88f-6de4c8b139c2,ae1938fa-8a6a-47a7-9a7c-d1fca32fecea,17/09/2019 08:41:31
9abf9c79-83f8-49e5-8e57-872c05f6b427,9c5958bc-8d22-49a3-94a7-0d9552a3f6e5,1b72d990-f55a-4c5d-a3b9-b19f242370fb,17/09/2019 08:44:10
56b88b6d-dfa1-4d9c-8633-c430610b3bbc,82e62481-9e02-4f11-8dc5-d7c2383fa649,ae1938fa-8a6a-47a7-9a7c-d1fca32fecea,17/09/2019 08:46:37
68bd36e7-af01-4c48-93f1-ef88f8da40ec,a39e42ed-30ff-4aec-8dd0-684f05f2f212,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 08:47:04
5ebabb8e-1e76-4dfb-94d8-cb45151aefde,2b5da482-bedb-4324-a197-3906067eb6e4,def87402-dc83-469b-b5da-de8771f291d3,17/09/2019 08:48:18
04c7d13e-8bbc-49cf-840b-8e3314c7505e,8443c19a-f2b7-4a14-8538-e762c148bda8,58947e0c-7e01-49c2-8a20-6ede35d906b1,17/09/2019 08:58:04
fef45fcf-b375-4210-ab95-54103f51c8f5,ae689189-d96a-49e6-ba74-8e40779598fe,22dce81a-00b0-4bdb-b1ca-6f314a832506,17/09/2019 08:59:00
944a64d9-a9dd-4204-a98c-6f5e43300177,71e51043-9201-4950-a611-b4344f97f5f4,8b24a91d-6406-4753-a1c5-91e356853126,17/09/2019 08:59:47
a71fc7ed-eb24-4c1a-8663-5a1c6d21be69,105feab8-c74b-4a65-a594-c6265c93be9f,9e5d2ada-aa4e-4771-a15c-716aa067a623,17/09/2019 09:02:40
482e17fb-7807-4bab-95f4-c2f8d333c799,e05e3286-0168-499d-bb52-e9ea82133b57,5748889b-93e4-48bb-9505-8b7fd113159e,17/09/2019 09:04:45
105c1e13-f0ac-4c7c-8d4c-40dfc7d92384,85a8914d-f521-40ba-a406-7102bbb22f2f,5748889b-93e4-48bb-9505-8b7fd113159e,17/09/2019 09:09:43
56412473-68b7-4c64-97d4-17cae542583c,570666c8-c859-4f6a-bd36-b2b28847be4f,db3ed863-62f3-46c7-ac4a-3a10aa613a14,17/09/2019 09:10:38
fe16e542-13e6-4ce0-b754-e9bbb2453695,de8c55d0-0f93-43aa-a8c8-0a6ad64afbc3,2b98be9c-ddd8-44d8-a7ce-6e0f23b0d4f1,17/09/2019 09:12:57
7267de39-04fc-49f5-bf17-bcf6127b44f4,2ed7ab9e-cc2e-4360-a122-1ff56c8c479c,38bcbce4-e290-489c-b747-5bbb8383a8c7,17/09/2019 09:16:36
75e2c649-9519-491c-9c7e-da8be541d259,6dd8baef-5747-400c-95aa-53ec7f2e85c0,f750b4a6-596a-4230-a9f3-a546d3fdc6d1,17/09/2019 09:36:19
f6f9d205-a64f-448c-bd70-2652651db307,fa42db8d-9d96-4815-8e52-1fdcd2c41aa4,037b39e3-3a38-4b9f-99ab-6b5d49b3ed4e,17/09/2019 09:37:45
737f25c7-c65c-4900-9377-d5d8658fadf0,9fe2f956-7273-47da-8550-5c26d47433ca,ead3aad7-5cdb-49c7-af79-68a42f14b4b6,17/09/2019 09:38:21
e03378e9-c82f-4049-b0be-862ec6d71429,452d229f-7259-482d-a9ba-bcd739f85518,22dce81a-00b0-4bdb-b1ca-6f314a832506,17/09/2019 09:40:06
f7a62ca3-e7cc-4d6f-a971-e6cf4982b757,1658f4c9-9734-4c56-980e-f7960754ad75,7e83d47a-c9f2-4b15-858b-b268188523d0,17/09/2019 09:48:57
bf697c52-8e02-42b5-862d-34eae269d192,e3dfd4c9-e07a-4754-b554-13ed43f6706c,ae1938fa-8a6a-47a7-9a7c-d1fca32fecea,17/09/2019 09:51:24
0945e4b6-2709-4314-b1e6-27d597652a3f,33348210-4184-4883-8cdf-a13096496881,dcc6149b-d4af-4f15-ab2e-c4e54ba01a3c,17/09/2019 09:51:28
e8cfb7f0-9a69-45c8-ac4d-78132ec32bf0,5c2a8870-39bd-48fb-8e78-708ffa7dc338,60146cd0-77fb-4657-8597-1e963a21f407,17/09/2019 10:03:51
